LABO,DEPARTEMENT,NB TOTAL CONVENTIONS + AVANTAGES,NB CONVENTIONS,NB AVANTAGES,MONTANT AVANTAGES
Leurquin Mediolanum,41,10,0,10,182
Leurquin Mediolanum,72,20,0,20,317
Leurquin Mediolanum,69,72,0,72,1259
Leurquin Mediolanum,16,14,0,14,235
Leurquin Mediolanum,19,47,0,47,1032
Leurquin Mediolanum,59,380,0,380,7308
Leurquin Mediolanum,53,20,0,20,375
Leurquin Mediolanum,62,55,0,55,1034
Leurquin Mediolanum,65,32,0,32,651
Leurquin Mediolanum,50,19,0,19,395
Leurquin Mediolanum,27,35,0,35,578
Leurquin Mediolanum,95,18,0,18,304
Leurquin Mediolanum,49,27,0,27,423
Leurquin Mediolanum,86,100,0,100,1942
Leurquin Mediolanum,13,368,0,368,8830
Leurquin Mediolanum,88,1,0,1,17
Leurquin Mediolanum,90,23,0,23,554
Leurquin Mediolanum,28,4,0,4,60
Leurquin Mediolanum,24,16,0,16,421
Leurquin Mediolanum,51,8,0,8,137
Leurquin Mediolanum,67,135,0,135,2197
Leurquin Mediolanum,37,178,0,178,3149
Leurquin Mediolanum,52,4,0,4,62
Leurquin Mediolanum,64,126,0,126,2622
Leurquin Mediolanum,26,179,0,179,3407
Leurquin Mediolanum,25,94,0,94,1931
Leurquin Mediolanum,44,13,0,13,331
Leurquin Mediolanum,66,34,0,34,537
Leurquin Mediolanum,55,5,0,5,81
Leurquin Mediolanum,35,138,0,138,2936
Leurquin Mediolanum,32,40,0,40,847
Leurquin Mediolanum,33,135,0,135,2454
Leurquin Mediolanum,42,188,0,188,3224
Leurquin Mediolanum,29,127,0,127,2478
Penumbra,44,5,0,5,297
Penumbra,91,8,0,8,297
Penumbra,75,29,0,29,3164
Penumbra,94,2,0,2,33
Penumbra,67,2,0,2,90
Penumbra,51,9,0,9,1182
Penumbra,37,2,0,2,139
Penumbra,38,1,0,1,13
Penumbra,92,1,0,1,145
KARUKERA AUDITION,97,6,0,6,10290
Carilène,75,1,0,1,19
Carilène,06,1,0,1,81
CLINICPROSPORT,91,1,1,0,0
GADOL OPTIC 2000,13,8,0,8,1440
GADOL OPTIC 2000,88,2,0,2,198
GADOL OPTIC 2000,27,1,0,1,160
GADOL OPTIC 2000,95,20,0,20,1820
GADOL OPTIC 2000,49,4,0,4,457
GADOL OPTIC 2000,86,4,0,4,720
GADOL OPTIC 2000,37,8,0,8,1280
GADOL OPTIC 2000,67,13,0,13,1449
GADOL OPTIC 2000,03,16,0,16,2560
GADOL OPTIC 2000,28,1,0,1,180
GADOL OPTIC 2000,26,1,0,1,180
GADOL OPTIC 2000,25,4,2,2,240
GADOL OPTIC 2000,44,5,0,5,576
GADOL OPTIC 2000,29,3,0,3,540
GADOL OPTIC 2000,02,1,0,1,100
GADOL OPTIC 2000,35,2,0,2,320
GADOL OPTIC 2000,55,2,0,2,360
GADOL OPTIC 2000,33,9,0,9,1620
GADOL OPTIC 2000,31,18,0,18,3240
GADOL OPTIC 2000,57,8,0,8,1116
GADOL OPTIC 2000,12,6,0,6,1080
GADOL OPTIC 2000,69,5,0,5,900
GADOL OPTIC 2000,16,3,0,3,540
GADOL OPTIC 2000,41,1,0,1,180
GADOL OPTIC 2000,39,3,0,3,540
GADOL OPTIC 2000,72,9,0,9,1580
GADOL OPTIC 2000,59,5,2,3,300
GADOL OPTIC 2000,63,24,0,24,4070
GADOL OPTIC 2000,50,5,0,5,800
GADOL OPTIC 2000,53,7,0,7,1160
GADOL OPTIC 2000,62,8,0,8,860
GADOL OPTIC 2000,93,11,0,11,1345
GADOL OPTIC 2000,91,11,0,11,1191
GADOL OPTIC 2000,21,12,0,12,2160
GADOL OPTIC 2000,54,4,0,4,720
GADOL OPTIC 2000,04,2,0,2,360
GADOL OPTIC 2000,87,2,0,2,360
GADOL OPTIC 2000,92,31,0,31,3385
GADOL OPTIC 2000,89,1,0,1,110
GADOL OPTIC 2000,30,2,0,2,360
GADOL OPTIC 2000,01,5,0,5,900
GADOL OPTIC 2000,45,8,0,8,1440
GADOL OPTIC 2000,43,2,0,2,360
GADOL OPTIC 2000,46,1,0,1,180
GADOL OPTIC 2000,22,2,0,2,279
GADOL OPTIC 2000,78,23,0,23,2535
GADOL OPTIC 2000,76,2,0,2,320
GADOL OPTIC 2000,17,13,0,13,2240
GADOL OPTIC 2000,85,10,0,10,1599
GADOL OPTIC 2000,56,2,0,2,360
GADOL OPTIC 2000,81,3,0,3,540
GADOL OPTIC 2000,14,2,0,2,320
GADOL OPTIC 2000,71,12,0,12,2015
GADOL OPTIC 2000,84,2,0,2,360
GADOL OPTIC 2000,38,8,0,8,1440
GADOL OPTIC 2000,77,8,0,8,1007
GADOL OPTIC 2000,60,3,0,3,470
GADOL OPTIC 2000,68,6,0,6,594
GADOL OPTIC 2000,07,1,0,1,180
GADOL OPTIC 2000,83,10,0,10,1730
GADOL OPTIC 2000,58,1,0,1,180
GADOL OPTIC 2000,79,5,0,5,860
GADOL OPTIC 2000,06,19,0,19,3420
GADOL OPTIC 2000,74,3,0,3,540
GADOL OPTIC 2000,75,80,4,76,7846
GADOL OPTIC 2000,11,1,0,1,180
GADOL OPTIC 2000,94,10,0,10,1199
GADOL OPTIC 2000,34,7,0,7,1010
GADOL OPTIC 2000,61,1,0,1,65
GADOL OPTIC 2000,73,11,0,11,1980
GADOL OPTIC 2000,80,4,0,4,460
GADOL OPTIC 2000,18,1,0,1,180
FUJIFILM Medical Systems,73,6,0,6,764
FUJIFILM Medical Systems,34,14,0,14,769
FUJIFILM Medical Systems,61,6,0,6,66
FUJIFILM Medical Systems,18,14,0,14,464
FUJIFILM Medical Systems,40,11,0,11,336
FUJIFILM Medical Systems,80,3,0,3,99
FUJIFILM Medical Systems,74,14,0,14,672
FUJIFILM Medical Systems,06,1,1,0,0
FUJIFILM Medical Systems,75,32,0,32,28340
FUJIFILM Medical Systems,11,22,0,22,838
FUJIFILM Medical Systems,94,14,0,14,338
FUJIFILM Medical Systems,83,10,0,10,264
FUJIFILM Medical Systems,68,13,0,13,756
FUJIFILM Medical Systems,15,7,0,7,350
FUJIFILM Medical Systems,79,17,0,17,570
FUJIFILM Medical Systems,58,8,0,8,405
FUJIFILM Medical Systems,60,2,0,2,462
FUJIFILM Medical Systems,36,2,0,2,80
FUJIFILM Medical Systems,77,24,1,23,1742
FUJIFILM Medical Systems,38,14,0,14,530
FUJIFILM Medical Systems,71,45,0,45,1962
FUJIFILM Medical Systems,84,3,0,3,48
FUJIFILM Medical Systems,56,15,0,15,455
FUJIFILM Medical Systems,81,15,0,15,598
FUJIFILM Medical Systems,76,4,0,4,249
FUJIFILM Medical Systems,78,30,0,30,5197
FUJIFILM Medical Systems,17,4,0,4,147
FUJIFILM Medical Systems,85,5,0,5,164
FUJIFILM Medical Systems,22,3,0,3,64
FUJIFILM Medical Systems,45,38,0,38,1334
FUJIFILM Medical Systems,10,1,0,1,33
FUJIFILM Medical Systems,46,1,0,1,57
FUJIFILM Medical Systems,30,1,0,1,18
FUJIFILM Medical Systems,08,3,1,2,1013
FUJIFILM Medical Systems,89,4,0,4,173
FUJIFILM Medical Systems,92,16,0,16,483
FUJIFILM Medical Systems,87,7,0,7,2996
FUJIFILM Medical Systems,91,9,0,9,183
FUJIFILM Medical Systems,93,2,0,2,49
FUJIFILM Medical Systems,21,11,0,11,671
FUJIFILM Medical Systems,54,27,0,27,1640
FUJIFILM Medical Systems,47,7,0,7,298
FUJIFILM Medical Systems,53,1,0,1,37
FUJIFILM Medical Systems,62,15,0,15,466
FUJIFILM Medical Systems,50,1,0,1,22
FUJIFILM Medical Systems,59,43,0,43,1602
FUJIFILM Medical Systems,63,17,0,17,830
FUJIFILM Medical Systems,41,1,0,1,57
FUJIFILM Medical Systems,72,8,0,8,489
FUJIFILM Medical Systems,39,3,0,3,196
FUJIFILM Medical Systems,69,50,0,50,5875
FUJIFILM Medical Systems,16,7,0,7,3159
FUJIFILM Medical Systems,57,22,0,22,4488
FUJIFILM Medical Systems,31,17,0,17,446
FUJIFILM Medical Systems,35,7,1,6,756
FUJIFILM Medical Systems,33,49,0,49,5200
FUJIFILM Medical Systems,42,1,0,1,78
FUJIFILM Medical Systems,29,11,0,11,416
FUJIFILM Medical Systems,44,20,0,20,906
FUJIFILM Medical Systems,25,2,0,2,37
FUJIFILM Medical Systems,26,7,0,7,811
FUJIFILM Medical Systems,66,11,3,8,244
FUJIFILM Medical Systems,24,23,0,23,808
FUJIFILM Medical Systems,28,4,0,4,1370
FUJIFILM Medical Systems,90,1,0,1,26
FUJIFILM Medical Systems,37,40,0,40,6929
FUJIFILM Medical Systems,51,2,0,2,53
FUJIFILM Medical Systems,67,22,0,22,1342
FUJIFILM Medical Systems,64,35,0,35,1732
FUJIFILM Medical Systems,95,11,0,11,781
FUJIFILM Medical Systems,86,2,0,2,202
FUJIFILM Medical Systems,49,25,0,25,796
FUJIFILM Medical Systems,13,8,0,8,433
FUJIFILM Medical Systems,88,2,0,2,77
Bisico,92,1,0,1,337
Bisico,90,1,1,0,0
Bisico,33,1,0,1,3369
Bisico,40,1,0,1,811
Bisico,11,1,1,0,0
Bisico,75,3,0,3,10956
Bisico,21,3,0,3,2933
Bisico,74,1,0,1,4525
Bisico,06,2,0,2,770
Bisico,25,3,0,3,1164
Bisico,88,2,1,1,18
Bisico,44,1,0,1,526
B. Braun Avitum,34,25,2,23,3327
B. Braun Avitum,80,7,0,7,568
B. Braun Avitum,40,18,0,18,1635
B. Braun Avitum,62,10,0,10,1879
B. Braun Avitum,65,4,0,4,1099
B. Braun Avitum,68,11,0,11,1642
B. Braun Avitum,59,23,1,22,3309
B. Braun Avitum,63,17,1,16,3107
B. Braun Avitum,19,9,0,9,1375
B. Braun Avitum,06,30,3,27,4399
B. Braun Avitum,74,24,0,24,4051
B. Braun Avitum,94,3,0,3,271
B. Braun Avitum,75,24,1,23,2457
B. Braun Avitum,11,8,0,8,733
B. Braun Avitum,38,22,2,20,2062
B. Braun Avitum,77,1,0,1,60
B. Braun Avitum,69,14,1,13,1451
B. Braun Avitum,16,20,0,20,2656
B. Braun Avitum,60,13,0,13,2108
B. Braun Avitum,41,4,0,4,735
B. Braun Avitum,48,4,0,4,167
B. Braun Avitum,72,3,0,3,656
B. Braun Avitum,20,13,0,13,2258
B. Braun Avitum,31,5,1,4,337
B. Braun Avitum,56,19,0,19,1882
B. Braun Avitum,14,5,1,4,1170
B. Braun Avitum,84,27,0,27,6147
B. Braun Avitum,71,6,0,6,297
B. Braun Avitum,12,2,0,2,54
B. Braun Avitum,97,3,0,3,427
B. Braun Avitum,29,18,0,18,3440
B. Braun Avitum,35,9,0,9,1069
B. Braun Avitum,17,8,0,8,580
B. Braun Avitum,33,73,10,63,3611
B. Braun Avitum,30,21,0,21,2550
B. Braun Avitum,44,25,2,23,3348
B. Braun Avitum,66,13,0,13,3134
B. Braun Avitum,45,20,0,20,2789
B. Braun Avitum,10,1,0,1,46
B. Braun Avitum,37,3,0,3,235
B. Braun Avitum,51,1,0,1,52
B. Braun Avitum,04,5,1,4,560
B. Braun Avitum,64,14,0,14,1220
B. Braun Avitum,03,2,0,2,115
B. Braun Avitum,92,6,0,6,493
B. Braun Avitum,89,7,0,7,1848
B. Braun Avitum,13,40,1,39,4000
B. Braun Avitum,86,4,0,4,545
B. Braun Avitum,49,3,0,3,221
B. Braun Avitum,21,1,0,1,37
B. Braun Avitum,54,6,1,5,1122
DDS Assistance,25,39,0,39,657
DDS Assistance,39,2,1,1,16
DDS Assistance,71,10,0,10,160
TERUMO S.A,47,6,0,6,4028
TERUMO S.A,13,146,0,146,35764
TERUMO S.A,93,18,0,18,1424
TERUMO S.A,91,47,0,47,30255
TERUMO S.A,27,21,0,21,3718
TERUMO S.A,95,12,0,12,2563
TERUMO S.A,49,2,0,2,281
TERUMO S.A,86,4,0,4,240
TERUMO S.A,21,72,0,72,16916
TERUMO S.A,54,54,0,54,8978
TERUMO S.A,67,73,0,73,5873
TERUMO S.A,51,6,0,6,208
TERUMO S.A,37,9,0,9,422
TERUMO S.A,64,53,0,53,8695
TERUMO S.A,92,64,0,64,10421
TERUMO S.A,90,4,0,4,934
TERUMO S.A,30,14,0,14,1371
TERUMO S.A,44,16,0,16,2560
TERUMO S.A,25,6,0,6,355
TERUMO S.A,66,2,0,2,64
TERUMO S.A,45,9,0,9,3982
TERUMO S.A,22,34,0,34,6434
TERUMO S.A,29,5,0,5,84
TERUMO S.A,55,1,0,1,50
TERUMO S.A,78,49,0,49,7517
TERUMO S.A,35,9,0,9,346
TERUMO S.A,76,10,0,10,202
TERUMO S.A,17,1,0,1,32
TERUMO S.A,85,18,0,18,4537
TERUMO S.A,33,53,0,53,17333
TERUMO S.A,56,4,0,4,158
TERUMO S.A,31,97,0,97,24898
TERUMO S.A,57,23,0,23,3918
TERUMO S.A,14,86,0,86,7808
TERUMO S.A,84,34,0,34,826
TERUMO S.A,38,17,0,17,1301
TERUMO S.A,69,67,1,66,13360
TERUMO S.A,77,30,0,30,791
TERUMO S.A,16,16,0,16,3606
TERUMO S.A,72,27,0,27,3415
TERUMO S.A,20,13,0,13,742
TERUMO S.A,68,6,0,6,1743
TERUMO S.A,83,5,0,5,196
TERUMO S.A,59,19,0,19,5730
TERUMO S.A,63,11,0,11,358
TERUMO S.A,74,8,0,8,11378
TERUMO S.A,82,23,0,23,3403
TERUMO S.A,94,24,0,24,3491
TERUMO S.A,75,216,0,216,37238
TERUMO S.A,34,29,0,29,4276
TERUMO S.A,73,3,0,3,180
TERUMO S.A,40,8,0,8,1264
TERUMO S.A,80,19,0,19,1791
TERUMO S.A,62,48,0,48,10125
TERUMO S.A,65,2,0,2,2860
BIOM'UP,17,1,0,1,200
BIOM'UP,92,1,0,1,200
BIOM'UP,33,3,0,3,900
BIOM'UP,38,1,1,0,0
BIOM'UP,31,1,0,1,316
BIOM'UP,13,6,0,6,2587
BIOM'UP,59,2,0,2,782
CHUGAI PHARMA,66,2,0,2,10000
CHUGAI PHARMA,26,18,0,18,4610
CHUGAI PHARMA,44,54,6,48,38502
CHUGAI PHARMA,25,36,5,31,1386
CHUGAI PHARMA,NC,547,0,547,60019
CHUGAI PHARMA,29,45,14,31,10083
CHUGAI PHARMA,02,12,0,12,3757
CHUGAI PHARMA,42,88,10,78,21465
CHUGAI PHARMA,33,18,7,11,26238
CHUGAI PHARMA,35,67,10,57,6637
CHUGAI PHARMA,55,5,0,5,1593
CHUGAI PHARMA,13,202,22,180,21851
CHUGAI PHARMA,49,7,0,7,5179
CHUGAI PHARMA,86,4,0,4,1804
CHUGAI PHARMA,95,24,0,24,1639
CHUGAI PHARMA,27,9,0,9,7349
CHUGAI PHARMA,64,22,4,18,31401
CHUGAI PHARMA,51,18,0,18,27108
CHUGAI PHARMA,37,33,0,33,6386
CHUGAI PHARMA,67,21,2,19,18064
CHUGAI PHARMA,90,11,4,7,292
CHUGAI PHARMA,28,64,1,63,3864
CHUGAI PHARMA,63,8,0,8,16059
CHUGAI PHARMA,59,173,8,165,14935
CHUGAI PHARMA,19,2,0,2,1366
CHUGAI PHARMA,50,1,1,0,0
CHUGAI PHARMA,62,119,4,115,7701
CHUGAI PHARMA,53,23,4,19,310
CHUGAI PHARMA,31,21,6,15,8749
CHUGAI PHARMA,57,22,0,22,13939
CHUGAI PHARMA,70,2,0,2,64
CHUGAI PHARMA,16,2,0,2,39
CHUGAI PHARMA,69,294,48,246,17527
CHUGAI PHARMA,39,10,0,10,302
CHUGAI PHARMA,72,33,6,27,791
CHUGAI PHARMA,20,4,0,4,256
CHUGAI PHARMA,41,2,0,2,34
CHUGAI PHARMA,08,7,0,7,3497
CHUGAI PHARMA,30,16,0,16,13984
CHUGAI PHARMA,01,14,0,14,1142
CHUGAI PHARMA,46,2,2,0,0
CHUGAI PHARMA,10,2,0,2,3021
CHUGAI PHARMA,45,80,2,78,44346
CHUGAI PHARMA,97,3,0,3,383
CHUGAI PHARMA,22,9,6,3,149
CHUGAI PHARMA,85,1,0,1,206
CHUGAI PHARMA,78,50,3,47,4777
CHUGAI PHARMA,76,60,6,54,7899
CHUGAI PHARMA,47,10,0,10,7397
CHUGAI PHARMA,21,13,5,8,292
CHUGAI PHARMA,54,23,0,23,7324
CHUGAI PHARMA,93,76,2,74,8187
CHUGAI PHARMA,91,31,0,31,694
CHUGAI PHARMA,87,22,0,22,15018
CHUGAI PHARMA,92,114,5,109,24755
CHUGAI PHARMA,98,6,2,4,232
CHUGAI PHARMA,58,7,0,7,3353
CHUGAI PHARMA,15,1,0,1,55
CHUGAI PHARMA,68,15,0,15,14343
CHUGAI PHARMA,83,44,2,42,1635
CHUGAI PHARMA,75,181,30,151,175286
CHUGAI PHARMA,94,50,10,40,4839
CHUGAI PHARMA,06,76,11,65,3821
CHUGAI PHARMA,74,84,2,82,7163
CHUGAI PHARMA,40,1,0,1,4000
CHUGAI PHARMA,80,113,14,99,18193
CHUGAI PHARMA,61,30,2,28,1836
CHUGAI PHARMA,34,44,16,28,2388
CHUGAI PHARMA,73,38,0,38,2016
CHUGAI PHARMA,14,25,4,21,25783
CHUGAI PHARMA,56,25,0,25,993
CHUGAI PHARMA,71,11,0,11,705
CHUGAI PHARMA,84,54,0,54,2565
CHUGAI PHARMA,38,191,20,171,148829
CHUGAI PHARMA,77,34,0,34,6844
CHUGAI PHARMA,60,13,0,13,729
OBL,21,4,0,4,234
OBL,75,8,0,8,18778
OBL,78,2,0,2,800
OBL,14,18,0,18,7529.5
OBL,69,1,0,1,1530
IPRAD PHARMA,71,5,0,5,150
IPRAD PHARMA,84,2,0,2,98
IPRAD PHARMA,56,9,0,9,167
IPRAD PHARMA,81,2,0,2,64
IPRAD PHARMA,14,6,0,6,168
IPRAD PHARMA,60,5,0,5,300
IPRAD PHARMA,36,1,0,1,21
IPRAD PHARMA,38,23,0,23,1078
IPRAD PHARMA,77,8,1,7,245
IPRAD PHARMA,74,2,1,1,69
IPRAD PHARMA,82,3,0,3,96
IPRAD PHARMA,06,21,0,21,634
IPRAD PHARMA,94,34,0,34,2232
IPRAD PHARMA,75,78,0,78,4759
IPRAD PHARMA,11,1,0,1,30
IPRAD PHARMA,68,6,0,6,272
IPRAD PHARMA,83,17,0,17,495
IPRAD PHARMA,15,3,0,3,42
IPRAD PHARMA,34,8,0,8,245
IPRAD PHARMA,73,1,0,1,37
IPRAD PHARMA,80,2,0,2,814
IPRAD PHARMA,18,2,0,2,28
IPRAD PHARMA,93,24,0,24,1079
IPRAD PHARMA,54,7,0,7,187
IPRAD PHARMA,21,7,0,7,169
IPRAD PHARMA,47,3,0,3,159
IPRAD PHARMA,92,32,0,32,1499
IPRAD PHARMA,87,4,0,4,230
IPRAD PHARMA,45,12,0,12,491
IPRAD PHARMA,10,1,0,1,60
IPRAD PHARMA,43,1,0,1,14
IPRAD PHARMA,30,11,0,11,373
IPRAD PHARMA,01,4,0,4,206
IPRAD PHARMA,08,1,0,1,60
IPRAD PHARMA,78,12,0,12,308
IPRAD PHARMA,76,4,0,4,149
IPRAD PHARMA,22,3,0,3,90
IPRAD PHARMA,97,5,0,5,70
IPRAD PHARMA,12,3,0,3,42
IPRAD PHARMA,31,24,0,24,1016
IPRAD PHARMA,57,29,0,29,1380
IPRAD PHARMA,41,2,0,2,28
IPRAD PHARMA,72,2,0,2,71
IPRAD PHARMA,39,4,0,4,116
IPRAD PHARMA,20,3,0,3,87
IPRAD PHARMA,69,93,0,93,3903
IPRAD PHARMA,16,2,0,2,129
IPRAD PHARMA,19,2,0,2,48
IPRAD PHARMA,59,50,0,50,1925
IPRAD PHARMA,63,33,0,33,1415
IPRAD PHARMA,62,12,0,12,338
IPRAD PHARMA,65,1,0,1,62
IPRAD PHARMA,95,28,0,28,579
IPRAD PHARMA,49,5,0,5,166
IPRAD PHARMA,86,15,0,15,328
IPRAD PHARMA,13,43,0,43,1238
IPRAD PHARMA,88,8,0,8,190
IPRAD PHARMA,24,2,0,2,42
IPRAD PHARMA,37,9,0,9,195
IPRAD PHARMA,67,4,0,4,104
IPRAD PHARMA,51,15,0,15,744
IPRAD PHARMA,64,20,0,20,1168
IPRAD PHARMA,26,1,0,1,14
IPRAD PHARMA,44,5,0,5,136
IPRAD PHARMA,25,10,0,10,194
IPRAD PHARMA,66,1,0,1,34
IPRAD PHARMA,35,34,0,34,736
IPRAD PHARMA,32,3,0,3,81
IPRAD PHARMA,33,41,0,41,1480
IPRAD PHARMA,42,4,0,4,232
IPRAD PHARMA,29,7,0,7,164
IPRAD PHARMA,02,2,0,2,120
CONMED,28,6,0,6,457
CONMED,75,4,0,4,83
CONMED,78,19,0,19,1139
CONMED,83,10,0,10,1100
CONMED,38,1,0,1,10
Transystème,71,1,0,1,95
Transystème,21,17,0,17,915
Transystème,30,4,0,4,1694
Transystème,56,2,0,2,1040
Transystème,97,3,0,3,2116
PROSTEEL,84,2,0,2,92
PROSTEEL,75,1,0,1,39
PROSTEEL,81,5,0,5,173
PROSTEEL,13,2,0,2,92
ECHOSENS,92,2,0,2,55686
ECHOSENS,49,5,0,5,21113
ECHOSENS,33,14,3,11,86368
ECHOSENS,93,4,3,1,42640
BOEHRINGER INGELHEIM,63,542,207,335,41833
BOEHRINGER INGELHEIM,59,4305,1636,2669,213127
BOEHRINGER INGELHEIM,19,374,165,209,17807
BOEHRINGER INGELHEIM,50,630,250,380,30907
BOEHRINGER INGELHEIM,65,364,159,205,17368
BOEHRINGER INGELHEIM,62,1558,592,966,87287
BOEHRINGER INGELHEIM,53,412,176,236,22775
BOEHRINGER INGELHEIM,31,1329,431,898,98234
BOEHRINGER INGELHEIM,57,1476,445,1031,73438
BOEHRINGER INGELHEIM,70,270,119,151,9141
BOEHRINGER INGELHEIM,12,419,202,217,27061
BOEHRINGER INGELHEIM,23,165,67,98,7672
BOEHRINGER INGELHEIM,16,516,247,269,23924
BOEHRINGER INGELHEIM,69,1648,491,1157,143225
BOEHRINGER INGELHEIM,72,546,210,336,31455
BOEHRINGER INGELHEIM,39,305,145,160,13682
BOEHRINGER INGELHEIM,20,370,170,200,17667
BOEHRINGER INGELHEIM,41,497,153,344,32247
BOEHRINGER INGELHEIM,66,535,247,288,29143
BOEHRINGER INGELHEIM,26,395,100,295,22817
BOEHRINGER INGELHEIM,44,1951,716,1235,138119
BOEHRINGER INGELHEIM,25,738,265,473,31728
BOEHRINGER INGELHEIM,09,296,108,188,18779
BOEHRINGER INGELHEIM,29,1000,392,608,65556
BOEHRINGER INGELHEIM,NC,998,0,998,36635
BOEHRINGER INGELHEIM,02,346,158,188,25570
BOEHRINGER INGELHEIM,42,1092,438,654,65728
BOEHRINGER INGELHEIM,33,2147,826,1321,122143
BOEHRINGER INGELHEIM,55,287,133,154,8471
BOEHRINGER INGELHEIM,35,1220,495,725,79542
BOEHRINGER INGELHEIM,32,218,96,122,7858
BOEHRINGER INGELHEIM,13,2706,1009,1697,153962
BOEHRINGER INGELHEIM,88,373,142,231,14757
BOEHRINGER INGELHEIM,86,652,232,420,26332
BOEHRINGER INGELHEIM,49,817,292,525,46757
BOEHRINGER INGELHEIM,95,1119,424,695,53286
BOEHRINGER INGELHEIM,27,445,152,293,21506
BOEHRINGER INGELHEIM,64,1231,419,812,75363
BOEHRINGER INGELHEIM,51,394,172,222,23500
BOEHRINGER INGELHEIM,67,1021,420,601,65497
BOEHRINGER INGELHEIM,37,961,354,607,54845
BOEHRINGER INGELHEIM,52,139,60,79,6690
BOEHRINGER INGELHEIM,90,71,21,50,8036
BOEHRINGER INGELHEIM,28,642,221,421,28543
BOEHRINGER INGELHEIM,24,432,170,262,13595
BOEHRINGER INGELHEIM,03,358,140,218,21875
BOEHRINGER INGELHEIM,58,397,147,250,18803
BOEHRINGER INGELHEIM,79,181,51,130,12356
BOEHRINGER INGELHEIM,15,145,57,88,3885
BOEHRINGER INGELHEIM,07,225,68,157,13268
BOEHRINGER INGELHEIM,68,718,308,410,39579
BOEHRINGER INGELHEIM,83,1749,741,1008,80034
BOEHRINGER INGELHEIM,11,444,156,288,19196
BOEHRINGER INGELHEIM,94,1783,617,1166,92623
BOEHRINGER INGELHEIM,75,4544,1601,2943,419780
BOEHRINGER INGELHEIM,74,290,90,200,25485
BOEHRINGER INGELHEIM,82,343,153,190,20746
BOEHRINGER INGELHEIM,06,1708,679,1029,80853
BOEHRINGER INGELHEIM,40,521,207,314,19961
BOEHRINGER INGELHEIM,80,481,110,371,28940
BOEHRINGER INGELHEIM,18,203,107,96,10194
BOEHRINGER INGELHEIM,34,1519,634,885,76653
BOEHRINGER INGELHEIM,61,220,82,138,10645
BOEHRINGER INGELHEIM,73,313,139,174,17724
BOEHRINGER INGELHEIM,81,487,211,276,41790
BOEHRINGER INGELHEIM,14,824,302,522,46469
BOEHRINGER INGELHEIM,56,853,342,511,44623
BOEHRINGER INGELHEIM,84,412,172,240,22456
BOEHRINGER INGELHEIM,71,666,234,432,44565
BOEHRINGER INGELHEIM,38,1133,319,814,97037
BOEHRINGER INGELHEIM,77,971,403,568,59131
BOEHRINGER INGELHEIM,48,87,42,45,3801
BOEHRINGER INGELHEIM,36,313,124,189,22971
BOEHRINGER INGELHEIM,60,332,114,218,26100
BOEHRINGER INGELHEIM,08,144,56,88,7237
BOEHRINGER INGELHEIM,30,1028,376,652,48997
BOEHRINGER INGELHEIM,01,523,206,317,41981
BOEHRINGER INGELHEIM,43,95,53,42,5727
BOEHRINGER INGELHEIM,46,143,60,83,8511
BOEHRINGER INGELHEIM,10,310,171,139,21249
BOEHRINGER INGELHEIM,45,830,318,512,36329
BOEHRINGER INGELHEIM,97,396,52,344,210605
BOEHRINGER INGELHEIM,05,156,74,82,11910
BOEHRINGER INGELHEIM,22,757,322,435,49303
BOEHRINGER INGELHEIM,17,592,193,399,33620
BOEHRINGER INGELHEIM,85,523,185,338,25874
BOEHRINGER INGELHEIM,78,1498,502,996,92713
BOEHRINGER INGELHEIM,76,1216,496,720,63112
BOEHRINGER INGELHEIM,47,331,112,219,24439
BOEHRINGER INGELHEIM,54,897,334,563,41199
BOEHRINGER INGELHEIM,21,813,318,495,28492
BOEHRINGER INGELHEIM,93,1439,477,962,69198
BOEHRINGER INGELHEIM,91,1176,483,693,65039
BOEHRINGER INGELHEIM,87,525,217,308,42528
BOEHRINGER INGELHEIM,04,86,49,37,5830
BOEHRINGER INGELHEIM,00,870,1,869,42580
BOEHRINGER INGELHEIM,92,1551,488,1063,101196
BOEHRINGER INGELHEIM,98,59,27,32,35757
BOEHRINGER INGELHEIM,89,414,158,256,20276
MINVASYS,36,7,0,7,133
MINVASYS,20,1,0,1,14
MINVASYS,41,3,0,3,108
MINVASYS,69,18,0,18,637
MINVASYS,77,9,0,9,199
MINVASYS,71,2,0,2,50
MINVASYS,81,6,0,6,96
MINVASYS,14,1,0,1,20
MINVASYS,31,1,0,1,15
MINVASYS,57,1,0,1,10
MINVASYS,62,1,0,1,43
MINVASYS,65,5,0,5,95
MINVASYS,80,3,0,3,87
MINVASYS,40,1,0,1,17
MINVASYS,18,11,0,11,162
MINVASYS,75,22,0,22,392
MINVASYS,19,1,0,1,26
MINVASYS,63,5,0,5,158
MINVASYS,68,1,0,1,18
MINVASYS,59,5,0,5,140
MINVASYS,90,2,0,2,63
MINVASYS,92,5,0,5,115
MINVASYS,89,6,0,6,360
MINVASYS,28,17,0,17,466
MINVASYS,87,3,0,3,69
MINVASYS,67,2,0,2,41
MINVASYS,21,7,0,7,150
MINVASYS,54,2,0,2,61
MINVASYS,93,7,0,7,125
MINVASYS,91,5,0,5,231
MINVASYS,13,22,0,22,1169
MINVASYS,47,3,0,3,495
MINVASYS,17,1,0,1,16
MINVASYS,33,9,0,9,167
MINVASYS,55,1,0,1,18
MINVASYS,78,9,0,9,308
